wage,educ,has_dog,near_publictrans,ed_mother,near_privcollege,is_righthander,iq_score,scholarship,grade_avg,female,talentsup,near_4ycollege,black,ed_father,has_siblings,near_2ycollege,exper,near_parents,lives_in_city
941.93347,9,0,1,5,0,1,107.07517,0,3.1278372,0,0,0,0,4,0,0,55,0,1
616.883,7,0,1,11,0,1,80.895027,0,2.130671,1,0,1,0,3,0,0,53,0,1
253.30258,9,0,0,10,1,1,83.201843,0,2.701035,1,0,1,0,3,0,1,37,1,1
743.30524,6,0,0,1,0,1,102.20433,0,2.4971871,0,0,0,1,5,1,1,46,0,0
755.48944,7,0,1,9,1,1,90.990593,0,2.6166995,1,0,0,0,11,0,0,47,0,1
78.154633,6,1,0,7,1,1,114.15944,0,2.2176812,0,0,0,1,2,1,0,54,0,1
53586.902,6,0,1,6,0,1,85.043091,0,2.4424841,0,0,0,0,2,0,0,45,0,1
63.788345,7,0,0,12,0,1,72.82843,0,2.7322323,1,0,1,0,11,0,0,23,0,0
14810.805,5,0,0,9,0,1,110.22203,0,2.9319324,1,0,0,0,12,1,0,50,0,0
308.21472,4,0,1,5,0,1,83.399254,0,3.0299065,1,0,0,1,6,1,0,43,0,1
833.98785,6,0,1,10,0,0,74.560387,0,2.9625921,0,0,0,0,6,1,0,15,1,1
577.98279,5,0,1,10,0,1,89.240463,0,1.3475388,0,0,0,0,1,1,0,42,0,1
335.15582,9,1,1,10,0,1,71.71904,0,2.7936745,1,0,0,0,6,1,0,32,1,1
46.297688,5,0,1,12,0,1,98.163757,1,2.1920679,0,0,0,0,10,0,0,31,1,1
493.8653,8,0,0,10,0,1,89.972641,0,3.0864513,0,0,0,1,3,1,0,41,0,0
6621.7813,8,0,1,9,1,1,112.87863,0,3.162483,0,1,0,0,7,0,0,42,1,1
1955.6464,5,0,1,4,0,1,89.646332,0,2.3331518,1,0,0,0,11,1,1,17,1,1
19071.545,7,1,1,11,0,1,87.179817,1,3.2408974,1,0,0,0,2,0,0,16,1,1
56.973446,5,0,1,8,0,0,70.733932,0,2.3292141,0,0,0,1,6,1,0,23,0,1
2536.752,6,0,1,2,0,0,119.71083,0,3.7381628,1,0,0,0,9,1,0,18,0,1
107.83768,6,0,1,1,1,1,94.893768,0,1.9248761,0,0,0,0,6,1,0,29,0,0
463.10925,10,1,0,10,1,1,113.11317,0,1.695359,1,0,0,0,10,1,0,14,1,0
704.98505,5,1,1,11,0,1,118.6315,0,1.7688544,1,0,0,1,9,0,0,37,0,1
1511.0916,6,0,1,3,0,1,88.248497,1,3.4324172,1,0,0,0,4,0,0,49,0,1
3261.5027,2,0,0,3,0,1,109.23673,0,1.9469703,0,0,0,0,1,1,1,60,0,1
1018.0657,4,0,1,9,0,1,87.359283,0,2.5791037,1,0,0,0,3,0,0,31,0,1
246.42374,4,1,0,8,1,1,80.099648,1,2.6378336,1,0,0,1,2,1,0,17,1,0
168.06773,7,1,1,6,0,1,92.910492,1,3.1405637,0,0,0,1,11,1,0,24,1,1
614.44177,6,0,1,12,1,1,102.06243,1,1.7063464,1,0,0,1,12,1,1,36,1,1
142.28371,5,0,1,7,0,1,89.63356,0,2.7547922,0,0,0,0,2,0,0,57,1,1
295.52518,4,1,0,8,1,1,114.74704,0,3.0378859,0,0,0,0,5,0,0,30,0,0
302.44977,8,1,1,7,0,1,108.93194,0,2.128149,0,0,0,0,4,0,0,51,0,1
320.07361,6,0,0,3,0,1,77.547562,0,2.804266,0,0,0,0,8,1,0,41,0,0
6855.4424,9,0,1,6,1,1,74.88134,0,2.3429518,0,0,0,0,4,0,1,40,0,1
1030.0055,9,0,1,8,0,1,81.328423,1,2.4660156,0,0,0,1,7,1,0,37,0,1
99.153412,4,1,1,4,0,1,82.43631,0,2.1793716,0,0,0,0,5,0,0,42,0,1
3597.0295,6,0,1,8,1,1,117.55254,0,3.658335,0,0,0,0,4,0,0,10,0,1
21181.824,6,0,1,4,1,1,100.26286,0,2.1748381,1,0,0,0,10,1,0,42,0,1
1931.8708,9,1,1,7,0,1,92.612946,1,4.504416,0,0,0,1,12,0,0,43,1,1
1171.0204,6,0,1,11,0,1,86.674507,1,4.107892,0,0,0,0,11,1,0,13,1,1
79.786255,5,0,1,7,0,1,110.44151,0,3.1339076,1,0,0,0,7,1,1,38,0,1
448.67459,6,0,0,4,0,1,86.440804,0,3.6462817,0,0,0,1,3,0,1,52,0,0
181.7408,10,0,1,6,0,1,78.971367,0,1,0,0,0,1,12,1,0,9,0,1
973.95825,9,1,1,10,0,1,82.766113,1,1.4875941,0,0,0,0,9,1,0,20,1,1
1416.5664,6,0,1,2,0,1,91.19223,0,2.6562705,1,0,0,0,2,1,0,47,1,1
852.6626,7,0,1,2,0,1,89.178162,0,2.5086277,1,0,0,1,8,0,1,54,1,1
404.86307,6,1,0,3,0,1,103.61171,0,3.8115511,0,0,0,0,6,0,0,50,0,0
757.08136,9,0,1,7,0,1,80.586624,0,2.5075488,0,0,0,0,8,1,0,12,1,1
286.37057,5,0,0,7,0,0,107.4067,0,2.264004,0,0,0,0,6,1,0,24,0,0
213.39838,8,0,1,2,1,1,107.05297,1,2.3960936,0,0,0,0,6,1,0,35,0,1
521.57391,4,0,1,3,0,1,100.16908,0,2.9464741,0,0,0,1,1,1,1,60,0,1
94.679817,4,0,1,9,0,1,80.131798,0,3.1650271,0,0,1,0,2,0,1,34,1,1
540.75922,5,0,0,7,0,1,94.307159,0,2.5605214,1,0,0,0,5,0,0,17,1,1
7563.9878,9,0,1,6,0,0,106.13674,0,1.6270063,0,0,0,0,12,1,0,8,1,1
514.26288,6,0,0,6,0,1,84.985336,0,2.513082,0,0,1,1,6,1,0,24,0,1
148.06828,9,0,0,6,0,1,83.921257,1,4.1078777,1,0,0,0,7,0,0,25,1,0
222.05946,11,0,0,6,0,1,80.392822,0,3.056335,0,0,0,1,12,1,1,54,1,0
414.62268,11,0,1,11,1,0,117.31652,0,1.692203,1,0,1,0,12,0,0,19,0,1
155.53215,9,1,1,10,0,1,80.764565,0,4.7513614,0,0,0,0,8,0,0,32,0,1
55.234379,5,0,0,7,0,1,77.720947,0,1.5314593,0,0,0,1,12,1,0,50,0,0
643.81305,4,1,1,4,0,1,102.78587,0,3.1904449,1,0,0,0,5,1,0,29,1,1
4748.2681,11,0,1,3,0,1,119.21394,1,1,0,0,0,1,11,1,0,4,1,1
129.72305,6,0,0,7,1,1,89.374626,0,1.9684798,1,0,0,0,5,0,0,16,1,1
181.52872,5,0,1,3,0,1,80.810638,1,2.0432353,0,0,1,1,9,1,1,24,0,1
670.49493,4,0,1,8,1,1,93.771248,0,3.4022164,1,0,0,0,5,1,1,43,0,1
1483.3502,5,1,1,5,0,1,81.836021,0,1.5682834,1,0,0,1,9,1,0,50,0,1
37.049309,2,1,1,6,0,1,85.137833,0,1.8281633,0,0,1,0,1,0,1,51,0,1
1015.3911,8,0,0,7,0,1,92.696526,0,3.3856845,1,0,0,1,3,0,0,54,0,0
1081.7985,4,0,0,2,1,0,94.894577,0,3.4617126,0,0,0,0,9,0,0,57,0,0
852.10321,5,0,1,2,0,1,91.607178,0,1,0,0,1,0,9,1,0,33,0,1
246.62064,7,0,1,10,0,1,89.965141,0,2.8242199,0,0,0,1,10,1,1,52,0,1
49.004589,6,1,0,7,0,0,114.37119,0,1.757442,0,0,0,0,1,0,0,55,0,0
17409.797,7,0,1,10,0,0,87.271896,0,2.7375135,1,0,0,0,1,1,0,23,1,1
2878.48,5,1,1,11,0,1,116.62193,0,2.4258995,1,0,0,0,5,0,0,35,1,1
171.91681,3,0,0,4,0,1,97.864273,0,2.8703859,0,0,0,0,3,1,1,38,1,0
2150.5986,7,0,1,2,0,1,87.612206,0,2.4185853,1,1,1,0,4,1,0,37,1,1
303.79614,8,1,1,3,1,1,88.123962,0,3.3754034,0,0,0,0,9,1,1,43,0,1
67508.164,6,1,0,2,0,1,110.90031,0,4.2195764,0,0,0,0,3,0,0,23,0,1
256.34296,7,1,1,4,0,0,84.016663,0,2.3484795,1,0,0,0,10,0,0,16,1,1
313.58594,6,1,1,12,0,1,85.128975,0,2.7168376,1,0,0,0,9,1,0,15,0,1
52808.125,9,0,1,9,0,1,88.903999,0,2.5145478,0,0,0,1,5,1,0,39,1,1
208.45715,8,0,1,1,0,1,98.029274,0,1.9053706,0,0,0,0,6,0,1,20,1,1
14520.527,7,0,0,10,1,1,104.91277,0,2.2310853,0,0,0,0,3,1,0,39,1,1
1903.5016,9,0,1,9,0,1,117.2049,0,1.7859596,0,0,0,0,2,0,1,52,0,1
298.94714,10,1,1,6,0,1,70.699791,0,2.6663334,0,0,0,0,11,1,0,53,0,1
2384.0327,3,0,1,6,0,1,103.82794,0,3.0847616,0,0,0,0,1,0,0,12,1,1
2791.0166,5,0,0,7,0,1,86.764122,0,2.8547101,0,0,0,0,9,1,0,16,0,0
893.58057,4,0,1,3,0,1,82.236885,0,2.1287007,1,0,0,0,1,1,0,46,1,1
1199.6078,8,1,1,11,0,1,71.746933,0,2.8563499,0,0,1,1,6,1,0,52,1,1
179.98117,4,0,1,2,0,1,78.009506,0,1.5073557,0,0,0,1,3,1,0,23,0,1
1935.4244,6,1,1,3,0,1,113.13577,1,2.3608851,1,0,0,0,4,0,0,30,0,1
640.71576,6,0,1,11,0,1,105.67403,0,1.8817945,0,0,0,0,8,1,1,50,0,1
19007.895,6,0,1,11,0,0,109.07118,0,2.1870008,1,0,0,0,11,0,0,18,0,1
1192.6586,7,0,1,11,0,1,71.319138,0,1.5809641,1,0,0,0,2,1,1,15,0,1
215.02582,8,1,0,2,0,1,74.108719,0,3.6639814,1,0,0,0,8,1,0,22,1,0
189.46796,3,0,0,2,0,1,75.425644,1,2.1529884,0,0,0,1,1,1,1,44,0,0
37478.535,9,0,1,11,0,1,108.91963,0,1.994197,0,0,0,1,6,1,1,25,0,1
364.86288,9,1,1,12,0,1,90.865173,1,3.0084903,1,0,0,0,2,1,0,43,0,1
144.81854,7,0,1,5,0,1,104.88866,0,2.8518198,1,0,0,0,12,1,1,23,1,1
1712.4652,5,1,1,7,0,1,90.172707,0,2.4781139,1,0,0,1,3,1,0,49,1,1
76.00769,7,0,1,3,0,1,79.396278,0,3.1931481,0,0,0,0,5,1,1,39,0,1
1229.3323,7,0,1,7,0,1,86.001572,0,2.3666449,0,0,0,0,3,1,0,20,1,1
2478.4097,10,0,0,7,0,1,115.80087,1,1.7444237,0,0,0,1,11,0,0,36,0,0
130.67166,5,0,0,8,1,1,81.720963,0,2.1542573,0,0,0,1,8,1,0,42,1,1
255.98186,7,0,1,4,0,1,80.24826,0,3.1910172,0,0,0,1,6,0,0,46,1,1
1022.033,4,0,0,9,0,1,108.25959,0,3.4868066,0,0,0,0,6,1,0,20,0,1
2161.416,7,0,1,11,0,1,85.27314,1,3.4551699,0,0,0,0,6,0,0,21,0,1
645.55402,3,0,1,7,1,1,107.88178,0,2.1519222,1,0,0,1,3,1,1,24,0,1
139.17575,8,1,1,7,0,1,80.168152,0,1.5838044,0,0,0,0,10,1,1,54,1,1
20.477091,4,0,0,11,0,1,70.351982,0,2.9469118,1,0,0,0,2,1,1,25,1,1
570.06213,9,0,1,4,1,0,119.61662,0,3.4617696,1,0,0,1,11,1,0,31,0,1
2035.1289,6,0,1,4,1,1,98.348244,0,1.7498815,1,0,0,1,2,0,0,24,0,1
1884.4686,5,0,1,3,0,1,117.93672,0,3.0005734,1,0,0,1,11,0,0,27,0,1
3823.6335,7,0,0,7,0,1,89.043396,0,1.8943095,1,1,0,0,4,1,0,28,0,0
874.82111,7,0,1,5,0,1,82.117134,0,2.4454095,1,1,0,0,7,1,0,53,1,1
304.19046,9,0,0,5,0,1,72.90815,0,1.5261229,1,0,0,1,12,0,0,46,0,0
1044.6475,10,0,1,7,0,1,79.492439,0,3.3252029,0,0,0,1,9,0,0,39,1,1
502.61124,9,0,0,10,0,1,104.38466,0,2.7310555,1,0,1,1,9,1,0,49,1,0
369.70392,3,0,1,8,1,1,116.87523,0,1.8463045,0,0,0,0,1,1,0,44,1,1
443.92505,6,1,0,11,0,1,99.087852,1,1.9778365,1,0,0,0,5,1,0,48,0,0
5569.5303,8,0,0,10,0,1,105.07253,1,2.9341006,1,0,0,0,3,1,0,44,1,0
10.758377,8,0,0,3,0,1,95.47406,0,2.3663476,1,0,0,0,3,1,0,6,0,0
932.52948,10,0,1,3,0,1,87.875633,0,2.6812823,1,0,0,0,8,1,1,29,0,1
473.0325,6,0,0,8,0,0,88.579926,0,2.2887177,0,0,0,0,6,1,0,47,0,1
630.95435,3,0,0,4,1,0,87.455612,0,1.9116504,1,1,0,1,2,1,0,60,0,0
4820.3975,7,0,1,6,0,1,97.314789,0,2.9075003,0,0,0,0,6,1,0,43,1,1
628.9624,10,0,1,5,0,1,75.214478,0,1.8086675,0,1,0,0,6,1,0,35,1,1
4493.6929,10,0,0,5,0,1,106.90543,0,3.5289292,0,1,0,1,5,1,0,9,1,0
1536.2668,9,0,1,8,0,1,107.43204,0,3.2759008,1,0,0,0,4,1,0,55,1,1
1154.3169,6,0,1,5,0,0,84.866013,0,4.6102629,1,0,0,0,5,0,1,11,0,1
13151.865,7,0,1,6,0,1,85.811501,0,2.4143012,1,0,0,1,5,0,1,21,0,1
224.87418,5,0,1,3,0,1,76.61834,0,3.3227334,1,0,0,0,2,0,0,45,0,1
2304.9209,4,0,1,3,0,1,84.512527,0,2.2985079,0,0,0,1,7,1,0,38,0,1
63.377277,4,0,0,7,0,1,71.546913,0,2.9493346,0,1,0,1,4,0,0,25,0,0
977.32684,9,0,1,2,0,0,119.20246,0,3.7837424,1,0,0,0,6,0,0,48,0,1
2407.9927,3,1,0,2,0,1,80.425529,0,1,1,1,0,1,2,0,0,60,0,0
168.94774,10,0,1,1,0,1,115.37074,0,2.4387882,1,0,0,1,10,0,0,33,0,1
597.33936,7,0,0,12,1,1,112.30354,0,2.8717246,1,0,0,0,6,1,1,43,1,0
1189.8689,4,1,0,3,0,1,94.377808,0,4.0514555,0,0,0,0,9,1,0,30,0,0
35.240086,5,0,0,8,0,1,72.862106,0,2.6329811,1,0,0,0,5,1,0,34,0,0
573.25073,7,0,1,11,0,1,78.019501,0,3.0287154,1,0,0,0,5,0,0,57,1,1
16778.682,8,1,0,11,1,1,93.773178,1,2.733222,1,0,0,0,5,0,0,47,0,1
834.12396,10,1,1,10,0,1,78.786469,0,2.3745155,0,0,1,1,7,0,0,15,0,1
3964.3557,9,0,1,3,0,0,93.061592,0,2.3146772,1,0,0,0,6,1,0,20,1,1
1316.5051,8,0,1,2,0,1,92.447334,0,2.5623522,0,0,1,0,12,1,0,28,0,1
2677.4263,9,0,1,2,0,1,80.249863,0,2.7881644,1,0,0,1,6,1,0,23,0,1
11903.853,7,0,1,7,0,1,112.97978,0,1.5247889,0,0,0,0,6,0,0,29,0,1
808.94373,3,0,0,1,0,1,119.73441,0,2.2469571,1,0,0,0,3,1,0,42,0,0
2859.781,6,1,1,5,0,1,100.07047,0,2.5232854,0,0,1,0,4,0,0,35,1,1
2198.7881,10,0,0,12,0,1,74.031166,0,2.2754765,1,0,0,0,11,1,0,26,1,0
1846.6085,5,0,1,1,0,0,102.77151,0,3.7641597,1,0,0,1,7,1,0,17,1,1
1361.639,7,0,0,7,1,1,103.14067,0,2.5840197,0,0,0,0,5,0,0,33,0,0
339.23355,8,1,1,7,1,1,70.847092,0,2.8451838,1,0,0,1,3,0,0,55,1,1
510.45737,6,0,1,1,0,1,76.285736,1,2.6875513,1,0,0,0,9,1,0,18,1,1
2106.9453,3,1,1,7,0,1,117.83741,0,2.8460827,0,0,0,0,3,1,0,31,0,1
1120.8837,10,1,1,6,0,1,90.476349,0,3.6804359,1,0,0,0,6,1,1,10,0,1
2920.2104,7,0,1,4,1,1,114.35403,0,2.6140561,0,0,0,0,3,1,0,34,1,1
1123.7786,6,0,1,6,0,1,119.68728,0,2.3796794,0,0,0,1,7,1,0,51,0,1
268.38824,7,0,0,12,0,1,70.174973,0,2.222486,0,0,0,0,2,1,0,46,0,0
1194.24,6,0,1,5,0,1,105.31538,0,2.0254121,1,0,0,1,5,0,0,27,0,1
64.921059,4,0,0,9,0,1,114.6545,0,2.8374465,1,0,0,0,2,1,0,17,1,0
12.34824,10,0,1,6,0,1,74.103592,0,2.2642796,1,0,0,1,8,1,0,8,0,1
5388.729,7,0,1,1,1,1,93.358475,0,2.2400773,0,0,0,0,12,0,1,26,0,1
2858.6677,11,0,0,7,0,1,92.429245,0,2.3998482,0,0,0,0,11,1,0,40,1,1
33.759773,4,0,1,7,0,0,85.907379,0,1.8191561,0,0,0,1,7,0,0,43,0,1
2582.1978,8,0,1,3,0,0,107.45245,0,3.035161,0,0,0,0,3,1,0,40,0,1
4250.7988,10,0,1,4,0,1,119.61315,0,2.3590646,0,0,0,1,9,0,1,54,0,1
81.886177,5,0,1,2,1,1,80.259293,0,1.78879,1,0,0,0,4,1,0,11,0,1
24099.178,11,0,1,7,0,1,106.58141,1,3.7194448,0,0,0,0,10,1,0,51,0,1
714.86993,4,0,1,9,0,1,110.02267,0,3.283648,1,0,0,0,5,0,0,46,0,1
353.2063,5,0,1,10,0,1,96.974091,0,2.6706614,0,0,0,0,11,1,0,35,1,1
20.002325,7,1,1,6,0,1,81.139626,0,3.8537338,1,0,0,1,6,1,1,26,0,1
53.763313,7,1,1,4,1,1,71.446243,0,2.8613346,0,0,0,0,7,1,0,17,0,1
2943.3865,8,0,1,10,0,0,114.58026,0,3.2205882,0,0,1,0,3,1,1,56,1,1
4190.5474,5,0,1,1,1,1,89.376259,0,1.7073054,1,0,0,0,3,0,0,41,0,1
489.58054,7,0,1,8,0,1,99.616165,0,1.9794478,0,0,0,0,2,1,1,49,1,1
2577.3391,9,0,1,11,0,1,84.465881,1,3.5959241,0,0,0,1,5,1,0,42,0,1
1083.5785,4,1,1,7,0,1,97.609116,0,3.6385736,1,0,0,0,6,1,0,21,0,1
1256.4552,7,0,1,8,0,1,100.50755,0,2.1192775,1,0,0,1,2,0,1,31,0,1
7837.9644,8,1,0,3,0,1,97.114571,0,2.3272896,0,0,0,0,11,1,0,37,0,0
13.979856,5,0,1,2,0,0,89.002777,0,3.1072907,1,0,0,0,12,0,0,15,1,1
378.8251,6,0,1,1,0,1,79.95665,0,2.7429795,0,0,0,1,2,0,1,9,0,1
430.3201,5,0,1,5,0,1,107.42098,0,2.3399336,0,1,0,0,2,0,0,11,0,1
1079.6632,6,0,1,3,0,0,116.97846,0,2.0220597,0,0,0,0,10,1,0,32,1,1
297.61807,5,0,0,7,0,1,111.19483,0,2.0911653,0,1,0,0,5,1,1,12,1,0
269.40689,6,1,1,2,0,1,96.414513,0,3.4370041,1,0,0,1,10,0,0,58,0,1
3849.4001,7,0,1,9,1,1,119.31062,0,1.7639334,1,0,0,1,3,0,0,38,1,1
663.67352,7,0,1,10,1,1,88.329773,0,2.8848503,0,0,0,0,2,0,0,53,0,1
793.7749,9,1,1,6,0,1,94.422585,1,3.8047206,1,0,0,0,9,1,1,56,0,1
9998.5771,11,0,1,7,0,1,113.3784,0,1.9273218,0,0,0,0,9,1,1,13,1,1
382.86465,9,0,1,2,0,1,114.99553,0,2.6326377,1,0,1,0,4,1,0,57,0,1
91.718071,7,1,1,10,0,1,117.56017,0,1.8429521,1,0,0,0,12,1,0,23,1,1
866.62018,10,0,1,1,0,1,73.135529,0,2.9276307,0,1,0,0,5,0,0,44,1,1
986.71625,7,0,0,10,0,1,118.02596,0,5,0,0,0,0,1,1,1,50,1,0
270.0986,11,0,1,9,0,1,73.558266,1,3.204689,0,0,0,0,5,0,0,54,0,1
519.22736,3,1,1,3,0,0,95.587074,0,3.4773076,0,0,1,0,5,1,0,37,0,1
2419.7258,8,0,1,10,0,1,105.71285,0,2.3032839,0,0,0,1,9,0,0,54,0,1
1117.4993,7,1,1,5,0,0,73.850838,0,3.0876343,0,0,1,0,4,1,0,49,0,1
921.8667,9,0,0,9,0,1,94.827698,0,2.6013184,0,0,0,0,2,0,0,41,0,0
393.63,5,0,1,8,0,1,90.955162,0,1.9842844,0,0,0,0,11,1,0,13,0,1
151.58572,3,0,0,4,0,1,98.022331,0,2.2250719,1,0,0,0,1,1,0,29,0,0
2199.0928,6,1,1,6,0,0,77.929237,0,1.9113598,0,1,0,0,6,0,0,35,0,1
1003.6437,7,0,1,7,0,1,109.0703,0,3.7419314,1,0,0,0,6,0,0,48,0,1
2605.7161,7,0,1,11,0,1,96.264008,0,1.9737259,1,0,0,0,4,1,0,58,0,1
16511.891,10,0,1,10,0,1,105.90508,0,2.2086761,0,0,0,0,12,1,0,51,0,1
1038.2039,7,0,1,2,0,0,115.05254,0,2.8487253,1,0,0,1,10,0,1,50,0,1
1353.9374,5,0,1,9,0,0,83.455704,0,2.2651529,0,0,0,0,6,1,1,59,0,1
1685.3547,7,0,0,3,0,1,116.33955,0,2.8325877,0,0,0,1,10,0,0,29,0,0
318.03494,7,1,0,9,0,1,102.48871,0,3.5134437,1,0,0,0,3,1,1,38,0,0
4774.4585,6,0,1,2,0,1,115.4766,1,1.7836177,1,0,0,1,3,0,0,11,1,1
11091.351,8,0,1,7,1,1,84.516228,0,2.2053497,0,0,0,0,10,1,1,28,1,1
662.03528,6,0,1,8,0,1,113.32897,0,2.1484222,0,0,0,0,10,1,1,16,1,1
1695.6736,4,0,0,2,0,1,75.604652,0,2.3898573,0,0,0,0,9,0,0,49,0,0
755.15759,6,0,1,3,0,1,74.945374,0,2.8136308,0,0,0,0,2,0,0,46,1,1
4854.3188,3,0,0,5,0,1,89.507423,0,3.6262867,0,0,0,1,1,0,0,49,0,0
997.65179,8,1,0,6,0,1,83.704781,0,3.2623279,0,0,0,0,7,1,0,49,1,0
309.34216,2,0,1,11,1,0,100.27927,0,1.8898693,0,0,0,0,2,1,0,21,0,1
153.77174,9,0,0,4,0,1,85.374908,0,3.4161053,1,0,0,0,6,0,0,14,1,0
1486.1921,6,0,0,3,0,1,119.57003,0,2.5390785,1,0,0,1,9,0,0,60,0,0
314.5329,7,1,0,4,0,1,81.897461,0,1.7448019,0,0,0,0,5,1,0,16,0,0
757.92206,8,0,1,9,0,1,79.192368,1,2.904274,1,0,0,0,3,1,1,8,1,1
71072.32,3,0,0,6,0,1,112.87572,0,2.2465043,1,0,0,1,4,1,0,60,1,0
62.607643,5,0,1,3,0,1,107.51034,0,1.3590044,1,0,0,0,4,1,0,58,1,1
904.7644,9,0,0,3,0,1,113.70969,0,1.1717429,1,0,0,1,6,1,1,23,0,0
3568.3677,9,0,1,4,0,1,112.10179,0,1.9109828,0,0,1,0,9,1,1,20,0,1
548.10663,6,0,1,12,0,0,116.4054,0,2.4515793,1,0,0,1,5,1,0,55,0,1
674.48859,11,0,1,7,0,1,110.46265,1,2.1732187,1,0,0,0,10,1,1,15,0,1
2311.7046,6,0,0,12,0,0,110.04097,0,2.5064795,1,0,1,1,8,0,0,49,0,0
469.21988,3,0,1,7,0,0,110.21838,0,1.8370783,0,0,0,0,4,0,0,45,0,1
6879.7026,4,1,1,9,1,1,78.058098,0,3.9628854,0,0,0,1,3,1,0,39,0,1
3053.4067,8,1,1,5,0,1,101.94299,0,2.5484021,0,1,0,0,7,1,0,19,1,1
7690.2813,4,0,1,8,0,1,113.51785,0,1.586199,0,0,0,0,3,1,0,30,1,1
150.54794,8,0,0,3,0,1,73.838089,0,1.7627313,0,0,0,0,4,1,0,39,0,0
218.32133,4,0,1,12,0,1,71.847984,0,2.9323096,0,0,0,0,4,1,1,44,0,1
31.489126,4,0,1,1,0,1,82.745735,0,3.2481239,0,0,0,1,8,0,1,52,1,1
70.166107,9,0,1,1,0,1,84.990967,0,3.2586508,0,0,0,1,4,1,0,24,1,1
254.0444,7,0,1,5,0,1,74.556648,0,1.2007266,1,0,0,0,2,1,0,58,0,1
526.99951,6,0,1,2,0,1,76.084854,0,2.4305847,0,0,0,0,2,1,1,18,1,1
80.635635,4,0,1,8,0,1,101.96476,0,1.9543689,0,1,0,0,1,1,0,32,1,1
53.155117,6,0,1,3,0,1,96.498581,0,2.9843886,1,0,0,0,10,0,0,58,0,1
114.25872,6,1,0,10,0,1,83.750504,0,2.6130271,1,0,1,0,9,1,0,47,0,0
27281.877,9,0,1,6,0,0,117.47729,0,2.8506517,0,0,0,0,11,1,0,50,1,1
226.35712,7,0,1,3,0,1,79.890343,0,3.2204142,0,0,0,0,11,1,0,42,0,1
2372.7678,7,0,1,8,0,1,103.74391,0,3.8013506,0,0,0,0,9,0,1,58,0,1
10992.508,4,1,1,8,1,1,77.515129,0,3.5001702,0,0,0,0,10,1,0,48,0,0
2921.6135,8,0,0,6,0,1,110.52718,0,2.0432742,1,0,0,0,5,1,0,40,0,1
862.19122,8,0,1,12,0,0,73.719078,0,1.4087098,0,1,1,0,2,1,0,40,1,1
2214.1643,10,1,0,9,0,1,75.836945,1,2.5531952,1,0,0,0,10,0,0,11,0,0
56.166153,10,0,0,10,0,1,72.798409,0,1.0018165,0,0,0,1,4,1,0,9,0,1
2183.5984,7,0,0,6,0,1,95.28949,0,2.0577576,1,0,0,0,8,1,0,41,0,0
245.53406,8,0,1,8,0,1,71.034424,0,2.7201974,0,0,0,0,8,1,1,15,1,1
361.91504,6,1,1,6,0,0,108.35998,0,3.5874031,1,0,0,1,11,1,0,58,0,1
68.356224,8,0,0,4,1,1,73.103607,1,1.8559127,1,0,0,1,4,0,0,36,0,0
23.056492,7,0,1,1,1,1,70.647133,0,2.0135956,1,0,0,0,7,1,0,25,0,1
838.78162,3,0,0,8,0,1,88.007935,0,2.3183947,1,0,0,1,3,1,1,31,0,1
1111.1854,5,0,1,11,0,1,104.41776,0,2.3564811,0,0,0,0,8,1,0,38,0,1
10205.584,8,0,1,3,0,0,97.716217,0,3.2097552,0,0,1,1,5,0,1,21,0,1
3281.2273,8,0,1,11,0,1,116.06607,0,1.6412209,1,0,0,0,11,1,0,48,0,1
5498.4365,7,0,0,2,0,1,83.138695,0,1.4212464,1,0,0,0,7,1,1,25,0,0
124.25667,6,0,0,6,0,0,93.433731,0,2.8079696,0,0,0,1,7,1,0,58,0,0
468.55286,7,0,0,1,0,1,91.970261,0,2.3143392,1,0,0,0,11,1,1,16,0,0
2942.4834,11,0,1,8,1,1,73.507401,0,2.1154699,0,1,1,1,10,1,0,45,1,1
106.67985,10,0,0,9,0,1,78.192375,1,2.4927597,1,1,0,0,11,1,1,8,0,0
297.58936,8,1,0,11,0,1,78.80748,0,1.99167,0,0,0,0,11,1,1,23,0,0
3880.1213,8,0,1,9,0,1,77.322693,0,3.2063105,0,0,0,0,8,1,0,44,0,1
269.55688,9,1,1,1,1,1,119.80847,0,2.5445123,1,0,0,0,7,1,0,55,1,1
5836.8101,6,0,1,10,0,1,108.39955,0,3.6891987,0,0,0,1,2,1,0,11,0,1
675.50806,5,0,1,5,0,1,70.421944,0,1.4269122,1,0,0,0,1,0,0,43,1,1
1214.5109,7,0,1,5,0,0,110.29779,0,1.9076623,1,0,0,0,8,1,0,21,1,1
23.517479,6,1,1,7,0,1,80.145035,0,1.7638525,1,0,0,1,12,0,0,24,0,1
215.46201,4,0,1,1,0,1,96.155472,0,2.9544444,1,0,0,0,9,0,0,18,1,1
3080.9854,7,0,1,10,0,1,105.08278,0,3.1220686,0,0,0,0,6,1,0,55,0,1
554.38031,8,1,1,7,0,0,107.0422,0,2.4747026,1,0,0,1,9,0,0,51,0,1
1557.1344,8,0,1,10,0,1,93.277733,1,1.8014909,0,0,0,0,10,0,0,12,1,1
6852.6704,10,0,1,7,0,1,116.13381,0,1.2372577,0,0,0,0,8,0,0,20,0,1
229.371,8,0,1,8,1,1,100.71432,0,3.4264944,1,0,0,0,9,1,0,12,0,1
1034.8983,2,0,1,3,0,1,118.11371,0,2.9647408,1,0,0,0,2,1,1,39,1,1
